,len,loss,reward,diff,eff
0,2.0,0.1514853537082672,0.34443945113520913,-0.00846314016027958,0.18810550450571914
1,2.0,0.13095440715551376,0.5160932840997584,-0.005951681829769994,0.2074013835239381
2,2.0,0.1337184856335322,0.4403669522327408,-0.0062096538718817585,0.21224728092355744
3,2.0,0.13353755697607994,0.3895911350038705,-0.006216418102889939,0.20884709679368108
4,2.0,0.13119594007730484,0.4304100627112892,-0.007220042257728657,0.21326572040955621
5,2.0,0.1336242345472177,0.5334026262477579,-0.005361521225831549,0.24651501062588538
6,2.0,0.13592708855867386,0.8022442120278193,-0.02827784961699873,0.20899111847702775
7,2.0,0.13540421146899462,0.27373828148851276,-0.00648956985473647,0.1734645773179239
8,2.0,0.13672730740573671,0.3349047751611955,-0.011985813195679632,0.1775902574043007
9,2.0,0.13694841638207436,0.5995402106458481,-0.009492220782841303,0.243402884452101
10,2.0,0.14137863638726147,0.5526747139489576,-0.010752260910244931,0.2428031238147128
11,2.0,0.14409156205753484,0.5881773614908967,-0.009417468722783002,0.24741504693267408
12,2.0,0.1461575197485777,0.5528073581487296,-0.00829768828744513,0.24374227257665101
13,2.0,0.14730702393821307,0.5431688173481086,-0.013758049452451382,0.23440585467441283
14,2.0,0.14821210950613023,0.6230305690030121,-0.009161400687091793,0.24104244004806605
15,2.0,0.14888020930811763,0.5441653032205621,-0.01584081764683333,0.2412003557309168
16,2.0,0.15047607132617166,0.5339763744937419,-0.0038058429464100374,0.24433149128971543
17,2.0,0.15107304147548145,0.6008040529546309,-0.00873155499283425,0.2425014696402351
18,2.0,0.15380143687913292,0.49603421526473096,-0.01630275606020795,0.23677574161637865
19,2.0,0.1536059405654669,0.5175900674587308,-0.024428998503977135,0.259091954120483
20,2.0,0.15351787174031847,0.5184411613178577,-0.028706067823440325,0.25069750589243645
21,2.0,0.15510468286546794,0.5344586695412419,-0.011344091358294204,0.26596593875926144
22,2.0,0.15631745917641598,0.3493466646938245,-0.01054497487548154,0.17128504861684624
23,2.0,0.15773823702087006,0.21733719828017808,-0.009643675997796095,0.15436167534522757
24,2.0,0.15704421430826188,0.24349999155076915,-0.012750768812046771,0.1614778442933156
25,2.0,0.1572156734764576,0.21748397461243452,-0.010220160432607267,0.15456151375199612
26,2.0,0.15767091374706338,0.8027498570860838,-0.016453511559706487,0.21802616796732338
27,2.0,0.1594115061951535,0.5368805267452641,-0.010079300862001808,0.23825547804693029
28,2.0,0.15862986008668767,0.5909907349880811,-0.005882711590894726,0.24523964407960935
29,2.0,0.15848172182838122,0.5700089340000769,-0.014679919248220584,0.242287995873945
30,2.0,0.16018017958248815,0.5592232260625146,-0.0120364350080515,0.23935909481423176
31,2.0,0.15969403297640383,0.5062603154692563,-0.00789925880969677,0.2429188824102247
32,2.0,0.16014834538553702,0.560507114916693,-0.010618277826603453,0.24081465564874832
33,2.0,0.16129417827024178,0.5248988040802739,-0.01198648490497126,0.24065629395315286
34,2.0,0.16124513851744787,0.5523640640713903,-0.008073867427372077,0.24319747056538135
35,2.0,0.16189745047854054,0.5365870217825774,-0.010127336983488666,0.24188553853416528
36,2.0,0.1629647131304483,0.6074794744856101,-0.010792140348657955,0.23956602976130462
37,2.0,0.16360632388999588,0.9346483423445915,0.011858736887348396,0.257996877660422
38,2.0,0.16432039267741716,0.4428284553712314,-0.017659436100388583,0.23695899601678583
39,2.0,0.16362881977111102,0.5366868296303473,-0.011107870197136636,0.2413207213555524
40,2.0,0.16443764163953503,0.49767089892242533,-0.012357375516606055,0.23749961412393145
41,2.0,0.1657959795778706,0.5515946143104177,-0.017278783329074662,0.2336620483117479
42,2.0,0.16663076728582382,0.3847950565263253,-0.0041434542274105465,0.19927537451737004
43,2.0,0.16712724942375312,0.38539255505123654,-0.003059647493678864,0.19929698394128537
44,2.0,0.16707923461993535,0.31814785328795964,-0.007264870165238087,0.19323472443282985
