,len,loss,reward,diff,eff
0,2.0,0.1420358121395111,0.4873668543751738,-0.015580772157145562,0.20439944868156562
1,2.0,0.15160267055034637,0.7422334271249648,-0.025757285128743146,0.20142866396540884
2,2.0,0.1500223974386851,0.3768342307006737,-0.007268006458115555,0.18955352661112992
3,2.0,0.1575636975467205,0.5026713653152988,0.0009649314713687414,0.23544460787573562
4,2.0,0.16567916870117189,0.5497771232282072,-0.007696066304061602,0.22843449390255166
5,2.0,0.16446537027756372,0.5127785220469597,-0.0020085544380155206,0.22921077799151168
6,2.0,0.16473860612937383,0.49333292910522325,-0.004930712194669283,0.22651974779960588
7,2.0,0.16767828352749348,0.4825967805291322,-0.0028169185681345705,0.20956205420184748
8,2.0,0.1715400367975235,0.46556256993258044,-0.006081199192410236,0.20604200865496947
9,2.0,0.1722650095820427,0.5226352647069212,-0.0008781617534420715,0.2116902868330156
10,2.0,0.17472897199067203,0.4191051022531944,-0.0031763905852374742,0.20725270076719424
11,2.0,0.17604626839359602,0.5433915009421583,-0.0044258109228581255,0.2113690932065723
12,2.0,0.1770688662162194,0.5561483719136503,-0.0033220628754036616,0.21393743255464942
13,2.0,0.17592359014919826,0.6019970988093795,-0.009557014897232104,0.21398447815852623
14,2.0,0.18009033997853596,0.5376418796104137,-0.002019099642339423,0.21691012708932728
15,2.0,0.17828229628503323,0.4988434257991876,-0.003977949948910481,0.21373046584258903
16,2.0,0.17965571494663463,0.4653515988025016,-0.002100160753907893,0.21422511362896915
17,2.0,0.1791904436217414,0.43581507425706606,-0.004602557439410043,0.2126003972039211
18,2.0,0.18131217909486672,0.5874753575731524,-0.002152505071323082,0.21975657662821324
19,2.0,0.18362584188580514,0.468815050614989,-0.0062982815258282535,0.2122925237670407
20,2.0,0.18301126715682803,0.9085634906774166,0.010694029989911726,0.24622505707991646
21,2.0,0.18311923268166455,0.7963362351178611,-0.021916703360365282,0.2023419261217508
22,2.0,0.1819374198498933,0.3961254243780646,-0.00900089032612095,0.2001137774980692
23,2.0,0.18292676036556563,0.43517979185877687,-0.009619387240655546,0.20312472882777746
24,2.0,0.18303310096263886,0.4410238985050165,-0.0044654017431885115,0.20231144934950165
25,2.0,0.18467721400352624,0.42051630695873166,-0.010244980283976567,0.20257929115597004
26,2.0,0.18591126082120119,0.43684367634474147,-0.008416162159348864,0.20045678918137674
27,2.0,0.18777311433638846,0.3495177876028354,-0.008365270639913318,0.20110785225819575
28,2.0,0.18835177709316386,0.5244349411939253,-0.0109992025903727,0.22511003442679361
29,2.0,0.18906257748603822,0.44103013773790223,-0.007323728310781841,0.22508945475131426
30,2.0,0.18982295836171797,0.5754545688350602,-0.0062693104720632845,0.2284638070994377
31,2.0,0.1900359783321619,0.46051729885755893,-0.010425590499331266,0.22264466310279468
32,2.0,0.1895156159545436,0.5152682799141769,-0.00980974761282489,0.22470719022819532
33,2.0,0.18940822780132294,0.5862317064547478,-0.011998678843891946,0.2286119430080971
34,2.0,0.18952130845614842,0.5146845135837815,-0.010644963956676193,0.2260101322861105
35,2.0,0.18921773922112253,0.5282864062918037,-0.009126105275328814,0.22549915251700384
36,2.0,0.18804285534330317,0.5738220068078977,-0.013281519985062579,0.23064628286659988
37,2.0,0.18833471285669426,0.5537891661678718,-0.009380902538897043,0.2300941075982952
38,2.0,0.18936728437741598,0.49064056240681125,-0.010563428088427643,0.2257417836635414
39,2.0,0.18921826630830765,0.5642475366353169,-0.008536144539556482,0.22850214000892774
40,2.0,0.18920150326519478,0.5004428487863463,-0.013510187355938534,0.2412312701931528
41,2.0,0.18889604721750533,0.4625793887051339,-0.011188958566160756,0.24135365116570212
42,2.0,0.18884336497894552,0.5085927973033106,-0.007530842635476539,0.24584440719413492
43,2.0,0.18842069228941744,0.5297560267820891,-0.015034913562462487,0.2414021392089901
