,len,loss,reward,diff,eff
0,2.0,0.1845005750656128,0.3251971822121504,-0.0005033590921159382,0.16962996970209776
1,2.0,0.15114157646894455,0.5927816423538934,-0.009628308828154485,0.23534312547498346
2,2.0,0.14601329465707144,0.5604912099379998,-0.009527499401918774,0.24382984883491615
3,2.0,0.1478150077164173,0.36136257815395145,-0.017061109881383915,0.17389497452392044
4,2.0,0.14353547394275665,0.23526798029652488,-0.0115601211058024,0.16354287045379431
5,2.0,0.147866723438104,0.2445797928808564,-0.01096154399387058,0.15994883591349504
6,2.0,0.14820035653454916,0.2638156381909943,-0.009278114597497104,0.1756481787592779
7,2.0,0.14337013103067875,0.392049420796884,-0.012236963875805484,0.1878942375425379
8,2.0,0.1418598790963491,0.268375772504081,-0.006042922210889638,0.1783391460829074
9,2.0,0.14208298325538635,0.5537173766289303,-0.007348180710805292,0.2370575888872603
10,2.0,0.1457550417293202,0.5095483345529107,-0.012466161450548997,0.23716263671476492
11,2.0,0.14500509450833002,0.5428416122859209,-0.015563036675163575,0.24315577776907316
12,2.0,0.1467100244302016,0.5422593516686737,-0.0058037632142518576,0.24156842630369993
13,2.0,0.1497101645384516,0.5258981956515842,-0.007860670442944051,0.23682605503265275
14,2.0,0.14946562747160594,0.55265925723173,-0.01342521820474476,0.23232569450973198
15,2.0,0.14839430525898933,0.554566483097826,-0.011679381040081307,0.23756636729867775
16,2.0,0.14875898466390722,0.49879473222346843,-0.00845031204543477,0.23434511188140092
17,2.0,0.149095066719585,0.5990023875207362,-0.014336585192299144,0.2327472665305712
18,2.0,0.1486671402266151,0.5266563162923285,-0.00834623191055854,0.2385748733035629
19,2.0,0.15194211527705193,0.5099193224676581,-0.008549360306487378,0.23402258693527356
20,2.0,0.15279447180884226,0.604974456482561,-0.00948800259411675,0.231935881093729
21,2.0,0.15251009098508142,0.5782493803508749,-0.013011166205507177,0.23294122818802682
22,2.0,0.15349462757939877,0.5696637751579052,-0.009669198504484373,0.2348626013713499
23,2.0,0.15412593632936478,0.5260535578576678,-0.008455202577905746,0.23684464650703912
24,2.0,0.15565996766090393,0.49727225975530515,-0.011160650270822857,0.23542654205899485
25,2.0,0.15762019386658302,0.5210882166187539,-0.012008995784788484,0.23569449590680722
26,2.0,0.1576316742985337,0.5708452042049977,-0.011009193981715033,0.2339414362685798
27,2.0,0.15884915845734732,0.4909760662003241,-0.008176017179865262,0.2383798479045989
28,2.0,0.15954384772941985,0.5102086223097456,-0.009863714794289819,0.23379171360335693
29,2.0,0.16005593339602153,0.6206543995177027,-0.008931524357614611,0.23764254247678954
30,2.0,0.160769582756104,0.556953276495059,-0.011089933503210551,0.24198608475872377
31,2.0,0.1613443666137755,0.5065135101155681,-0.013597718147992287,0.23405729818598178
32,2.0,0.16251944502194723,0.5377139084892363,-0.009326976288395725,0.23616910066676094
33,2.0,0.1625270598074969,0.8654023733342042,-0.01929011492123356,0.22346019686903473
34,2.0,0.16317458663667953,0.3880063625542814,-0.01343897112457607,0.18927145656456235
35,2.0,0.16267811672555077,0.22482455028522605,-0.006539558894650639,0.16971625921060488
36,2.0,0.16285411852437096,0.3357587840820008,-0.013360296812672775,0.18072707200613622
37,2.0,0.16393880546092987,0.30087130539305185,-0.008140272518394977,0.18035120953817374
38,2.0,0.16466067998837203,0.3125417611788776,-0.014268821284920885,0.1707589249303113
39,2.0,0.16477808356285095,0.3457634731293125,-0.007983536711263266,0.17307755506831757
40,2.0,0.16516070467669788,0.2546977072229585,-0.023272979740234186,0.16021498278102145
41,2.0,0.16557432959477106,0.5181394779954304,-0.009524267779513694,0.23119954532959794
42,2.0,0.16617004365422006,0.4542531537647574,-0.015119654624335028,0.22712445483365828
43,2.0,0.16525038636543535,0.476504037956635,-0.007218797647350188,0.2381184404758838
44,2.0,0.16501666141880883,0.5088446275107705,-0.010611292485268603,0.23609840254445827
45,2.0,0.16509336395108182,0.5664841487152464,-0.017770160326427337,0.22521334260288006
46,2.0,0.1647796630859375,0.5891523381203865,-0.012289994283546308,0.23453281609130272
47,2.0,0.16417410410940647,0.5016973915281931,-0.013062004726101485,0.2315473143971323
48,2.0,0.16426927641946443,0.8865225495513134,-0.022965068952029842,0.22235485733708404
49,2.0,0.16568261861801148,0.8751452587885366,-0.021712865415151467,0.21656245797434379
50,2.0,0.16526058900590038,0.47120428367873735,-0.013272736107393874,0.20858730720687377
51,2.0,0.16464582085609436,0.39516515599996693,-0.014689885435332155,0.2054173758470173
52,2.0,0.1649847244316677,0.3765006797100465,-0.00740558464228061,0.2045280867059348
