780	425
7849	232
6193	162
23	280
9552	272
387	4
10921	892
10285	329
533	465
6194	34
23326	253
351	13
1213	48
9761	252
1465	663
808	63
5792	530
3337	278
7494	234
2896	771
3098	292
11014	478
6500	68
823	466
813	548
1509	448
4144	43
3925	528
1891	260
8826	388
3303	185
3329	52
1153	462
5720	0
5048	341
10525	804
5708	47
2058	231
5710	19
5223	135
6772	627
2288	415
3895	319
10972	254
226	49
10099	497
2778	673
3091	40
16	443
6184	213
10606	265
10904	358
3033	525
2771	421
9491	54
10398	46
4313	90
6599	373
9375	305
8396	440
5829	249
9276	327
5211	181
10857	442
3693	468
5355	239
4780	357
4154	457
4836	235
8553	225
54386	502
25793	312
5654	834
4043	404
8804	750
5111	126
5641	281
3611	450
481	551
6856	309
7296	491
23386	330
7153	390
10494	369
10969	402
23365	8
6342	392
10730	579
79073	437
7165	590
10491	482
10131	363
3482	480
26227	535
26020	550
6659	240
847	473
6009	2
9261	183
9805	454
3725	347
6464	151
8878	39
5547	485
7874	631
4792	97
10146	589
9868	344
6117	301
7538	418
1845	157
10765	204
4172	206
25932	284
22883	354
3398	807
1635	456
2195	540
8243	578
11188	325
11137	952
23463	510
8607	219
8720	282
3638	316
10670	243
8870	539
9246	508
10051	399
9097	258
1958	81
4860	299
1786	423
896	113
8508	409
4605	519
2037	420
1994	479
9703	264
7157	80
6118	488
10797	432
5721	61
1616	138
60528	445
9918	436
9813	267
11325	643
3930	500
9467	227
9690	867
949	303
51097	349
6603	400
10276	543
3066	261
3315	24
3988	534
664	503
994	172
23300	323
10953	290
9019	401
3597	847
84722	342
7319	366
80347	322
10489	379
23077	441
10180	505
5236	531
4651	533
6251	513
1956	542
9897	337
2131	938
23013	896
5782	514
11344	247
7082	430
4232	546
230	507
5927	721
26064	809
329	130
1514	447
54623	217
332	230
5899	56
23647	236
392	320
8895	453
25	932
66008	295
5831	556
23636	383
5108	538
642	495
9961	527
55746	382
8985	294
5525	228
9688	438
10123	452
22889	291
1398	122
10523	255
5347	187
10221	475
1019	74
6812	467
6944	353
3028	285
1026	429
1277	78
26054	221
64746	245
1445	506
1454	67
1861	921
9697	555
79921	381
10007	511
5997	565
55324	370
10915	336
7398	300
9817	498
7994	416
25874	460
4609	396
10237	332
5359	446
1666	544
2065	107
11098	463
11044	293
8727	912
8518	607
10450	501
3300	729
6616	134
9275	410
2582	529
3156	331
5580	346
9217	296
4638	188
6284	518
8204	890
27336	435
102	825
55837	937
5054	10
10513	259
11073	279
5440	216
3383	95
4893	88
9926	426
5699	119
6390	288
5921	60
2958	364
4864	545
2961	489
8731	541
29890	343
9943	372
8446	427
9133	891
8349	317
5770	459
26136	851
2673	516
3978	314
11142	961
8974	464
10682	222
5257	250
8503	109
7485	268
2817	444
23224	866
836	324
30836	434
7750	682
5019	552
23530	387
7867	716
3628	419
22908	335
5566	559
65123	816
10617	237
2548	493
6894	875
291	553
2542	950
5106	515
3251	655
2184	238
10775	356
991	139
9267	484
54541	339
9053	671
4817	367
4927	306
7466	581
976	846
2956	274
9917	359
5300	829
2109	269
2356	618
2274	414
1429	492
11065	275
5993	960
9915	271
5836	487
57804	558
10434	595
11319	461
5796	908
8914	411
6793	969
7158	476
6988	665
8050	897
9903	819
22796	821
10059	906
2185	23
9924	706
79080	710
7159	428
4891	469
9517	197
3800	827
5925	116
6908	17
8520	588
10298	208
7077	333
23378	224
6275	318
11041	391
10058	431
5373	744
9650	365
5985	946
983	407
8869	911
5601	355
7088	820
5050	547
3566	375
10641	951
1001	956
10589	394
1676	35
9695	965
9653	276
9710	799
4850	610
9988	693
1633	784
6990	800
25805	524
10559	408
8440	84
9270	575
5529	604
10153	976
10245	653
7358	970
22823	879
2146	201
26292	458
11072	474
8835	764
6195	783
348	65
3280	947
8624	377
6304	180
1643	523
890	287
256364	229
11230	433
6697	852
22905	775
9801	262
9702	943
27095	572
24149	361
6810	520
9670	802
5092	509
4331	143
178	848
4016	532
4783	451
1459	263
5867	723
5423	397
3480	195
2263	62
10150	737
9797	403
10206	311
3162	93
4925	512
596	504
5982	859
8324	168
5261	203
1647	328
3909	605
6499	494
701	297
10165	922
23635	957
10270	624
10954	470
22841	617
23011	734
57149	560
5909	471
6919	413
4794	98
6182	298
22926	55
1052	795
10681	315
1846	115
1050	53
10810	835
5613	29
8884	564
4216	417
6790	85
902	99
7016	241
8318	964
2309	3
55556	313
3454	103
1017	266
79071	244
5366	246
5289	25
1385	736
5290	33
2946	196
8061	120
8321	108
23659	439
6622	163
4312	171
5287	880
960	901
1802	209
5480	707
672	18
10610	697
9641	644
2264	189
9016	711
10668	759
11007	522
65057	686
7020	351
6461	592
9738	968
3775	808
993	79
9851	883
4690	136
6804	286
5743	41
5607	596
9854	214
9712	966
355	748
5498	700
10329	767
10845	694
9183	840
9833	636
899	933
5883	393
10732	573
10782	283
3385	202
1662	942
79090	256
8851	86
22809	870
6777	50
9134	133
11157	334
10320	145
1062	749
3815	376
3682	766
3553	5
4998	861
10046	843
6443	608
5891	728
958	137
8800	761
1212	703
965	826
5357	781
5110	395
5971	853
2769	178
8821	914
874	977
1111	174
4088	637
1605	105
5255	704
4303	289
9488	684
5154	175
843	147
2690	73
727	96
695	45
10557	917
51375	639
4846	14
57147	566
211	340
9143	368
670	715
11232	571
9221	472
